2021-06-07 23:00:54,271 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Δοσολογία' | Qrd txt :- 'Δοσολογία' | Matched :- 'True'
2021-06-07 23:00:54,288 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16012' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:00:54,384 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Failed In Lowercase : <=4|100.0|(62, 89, 90)|0.447| | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Δοσολογία' | Qrd txt :- '4.9 Υπερδοσολογία' | Matched :- 'False'
2021-06-07 23:01:04,619 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 23:01:04,634 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,647 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16013' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,717 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 23:01:04,727 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,745 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16019' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,780 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
