StepName,Time,Current Memory,Peak Memory,Used Ram Percentage
2: Document Annotation,0.0002 Min,0.011266 MB,0.172019 MB,45.8%
2: Content Extraction,0.0022 Min,0.370286 MB,0.948032 MB,45.8%
2: Generate XML,0.0018 Min,0.987725 MB,1.93897 MB,45.8%
2: Submit FHIR Msg,0.0309 Min,0.199632 MB,0.217421 MB,45.8%
2: Update/Add List Bundle,0.0455 Min,0.209896 MB,0.24796 MB,45.8%
3: Heading Extraction,1.5113 Min,0.678365 MB,3.261104 MB,45.5%
3: Document Annotation,0.0002 Min,0.008873 MB,0.166162 MB,45.5%
3: Content Extraction,0.001 Min,0.396915 MB,1.090948 MB,45.5%
3: Generate XML,0.0029 Min,1.563979 MB,2.917453 MB,45.5%
3: Submit FHIR Msg,0.0367 Min,0.200738 MB,1.151982 MB,45.5%
3: Update/Add List Bundle,0.0448 Min,0.064057 MB,0.247481 MB,45.5%
3: Completed,0.0 Min,0.149026 MB,0.151371 MB,45.5%
Final Metrics,3.083 Min,0.0 MB,9.9428 MB,46.0%
